Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Greenland,Cereal,Online,M,12/8/2015,561526095,12/20/2015,6905,205.70,117.11,1420358.50,808644.55,611713.95
Mexico,Snacks,Online,H,1/20/2011,268879067,2/14/2011,6146,152.58,97.44,937756.68,598866.24,338890.44
Mexico,Fruits,Offline,C,10/21/2014,434791505,12/7/2014,3323,9.33,6.92,31003.59,22995.16,8008.43
United States of America,Clothes,Online,H,9/24/2013,713249862,11/6/2013,5339,109.28,35.84,583445.92,191349.76,392096.16
Canada,Baby Food,Offline,L,12/10/2012,138830125,12/16/2012,1774,255.28,159.42,452866.72,282811.08,170055.64
United States of America,Meat,Online,H,12/3/2014,523548161,12/13/2014,8390,421.89,364.69,3539657.10,3059749.10,479908.00
United States of America,Office Supplies,Offline,C,2/13/2017,436568200,2/21/2017,9087,651.21,524.96,5917545.27,4770311.52,1147233.75
Canada,Vegetables,Online,M,11/16/2013,704438912,11/28/2013,7983,154.06,90.93,1229860.98,725894.19,503966.79
Canada,Fruits,Offline,H,2/17/2013,552647340,2/24/2013,9484,9.33,6.92,88485.72,65629.28,22856.44
Canada,Cosmetics,Online,L,5/19/2012,241494786,5/24/2012,2529,437.20,263.33,1105678.80,665961.57,439717.23
United States of America,Baby Food,Offline,L,1/20/2017,574633729,2/5/2017,5745,255.28,159.42,1466583.60,915867.90,550715.70
Mexico,Personal Care,Online,M,11/23/2015,934560000,1/3/2016,5927,81.73,56.67,484413.71,335883.09,148530.62
Mexico,Snacks,Offline,H,4/18/2010,326235425,4/19/2010,9167,152.58,97.44,1398700.86,893232.48,505468.38
Canada,Personal Care,Online,L,10/15/2010,690079009,11/10/2010,8569,81.73,56.67,700344.37,485605.23,214739.14
Greenland,Cereal,Offline,H,9/24/2014,766616380,11/4/2014,7678,205.70,117.11,1579364.60,899170.58,680194.02
Canada,Beverages,Online,C,12/15/2015,331321752,12/28/2015,4324,47.45,31.79,205173.80,137459.96,67713.84
Mexico,Household,Online,L,9/17/2016,448714959,10/16/2016,3583,668.27,502.54,2394411.41,1800600.82,593810.59
United States of America,Vegetables,Offline,H,10/24/2014,594152486,12/7/2014,1779,154.06,90.93,274072.74,161764.47,112308.27
Greenland,Cereal,Offline,L,1/21/2014,433071887,2/7/2014,4450,205.70,117.11,915365.00,521139.50,394225.50
Mexico,Cosmetics,Online,L,12/5/2010,307563388,1/19/2011,3696,437.20,263.33,1615891.20,973267.68,642623.52
United States of America,Meat,Online,H,5/2/2012,282464778,5/21/2012,6460,421.89,364.69,2725409.40,2355897.40,369512.00
United States of America,Household,Online,M,7/26/2010,983406245,9/5/2010,616,668.27,502.54,411654.32,309564.64,102089.68
Canada,Personal Care,Online,C,4/8/2011,606185090,4/8/2011,2494,81.73,56.67,203834.62,141334.98,62499.64
United States of America,Cereal,Offline,M,4/7/2017,473491275,4/20/2017,5445,205.70,117.11,1120036.50,637663.95,482372.55
Mexico,Baby Food,Online,H,5/31/2017,533045327,6/9/2017,8813,255.28,159.42,2249782.64,1404968.46,844814.18
United States of America,Beverages,Offline,M,8/8/2015,310212981,8/24/2015,7770,47.45,31.79,368686.50,247008.30,121678.20
Greenland,Vegetables,Online,M,6/7/2016,906359899,7/20/2016,890,154.06,90.93,137113.40,80927.70,56185.70
Canada,Baby Food,Online,H,1/29/2015,368286454,1/31/2015,3001,255.28,159.42,766095.28,478419.42,287675.86
United States of America,Meat,Online,M,11/9/2014,705301082,12/8/2014,3118,421.89,364.69,1315453.02,1137103.42,178349.60
United States of America,Office Supplies,Online,L,10/25/2016,814984548,10/25/2016,893,651.21,524.96,581530.53,468789.28,112741.25
Canada,Clothes,Online,H,6/1/2011,821478927,7/16/2011,2724,109.28,35.84,297678.72,97628.16,200050.56
United States of America,Household,Online,C,12/28/2014,254420459,1/18/2015,7522,668.27,502.54,5026726.94,3780105.88,1246621.06
Canada,Household,Online,L,1/20/2011,925764501,1/26/2011,3143,668.27,502.54,2100372.61,1579483.22,520889.39
Greenland,Snacks,Offline,C,1/5/2017,660865676,1/20/2017,3694,152.58,97.44,563630.52,359943.36,203687.16
United States of America,Cereal,Online,L,7/5/2011,105756556,8/2/2011,4570,205.70,117.11,940049.00,535192.70,404856.30
Greenland,Clothes,Offline,M,5/16/2012,368935763,6/24/2012,5146,109.28,35.84,562354.88,184432.64,377922.24
Greenland,Meat,Offline,C,8/20/2010,780596911,8/24/2010,4828,421.89,364.69,2036884.92,1760723.32,276161.60
United States of America,Cosmetics,Offline,H,4/23/2011,278885209,4/29/2011,7186,437.20,263.33,3141719.20,1892289.38,1249429.82
Greenland,Personal Care,Online,L,2/17/2013,683709514,3/28/2013,3693,81.73,56.67,301828.89,209282.31,92546.58
Canada,Fruits,Offline,C,4/17/2011,685413682,5/9/2011,7995,9.33,6.92,74593.35,55325.40,19267.95
Greenland,Personal Care,Offline,C,1/6/2010,696505582,2/20/2010,334,81.73,56.67,27297.82,18927.78,8370.04
United States of America,Snacks,Offline,L,1/29/2015,873525369,3/5/2015,4423,152.58,97.44,674861.34,430977.12,243884.22
Canada,Personal Care,Online,C,4/17/2014,477476394,5/25/2014,4730,81.73,56.67,386582.90,268049.10,118533.80
Greenland,Baby Food,Online,L,12/9/2015,870959031,1/12/2016,4987,255.28,159.42,1273081.36,795027.54,478053.82
Canada,Cosmetics,Online,C,3/24/2017,669728982,4/18/2017,6543,437.20,263.33,2860599.60,1722968.19,1137631.41
United States of America,Snacks,Online,M,7/20/2010,820424067,9/5/2010,568,152.58,97.44,86665.44,55345.92,31319.52
Mexico,Personal Care,Offline,H,3/21/2014,545602357,5/5/2014,4717,81.73,56.67,385520.41,267312.39,118208.02
United States of America,Clothes,Online,L,7/11/2017,443431222,8/13/2017,7,109.28,35.84,764.96,250.88,514.08
Greenland,Baby Food,Offline,H,7/19/2012,116578519,8/25/2012,7029,255.28,159.42,1794363.12,1120563.18,673799.94
Canada,Baby Food,Online,M,1/15/2012,643445909,2/26/2012,8798,255.28,159.42,2245953.44,1402577.16,843376.28
Greenland,Cereal,Online,H,5/8/2010,203558480,6/16/2010,6333,205.70,117.11,1302698.10,741657.63,561040.47
Greenland,Beverages,Online,H,1/11/2015,340891444,2/20/2015,6209,47.45,31.79,294617.05,197384.11,97232.94
Greenland,Meat,Offline,C,10/12/2011,301375854,11/28/2011,2667,421.89,364.69,1125180.63,972628.23,152552.40
Mexico,Household,Offline,H,8/11/2010,788743102,8/14/2010,5466,668.27,502.54,3652763.82,2746883.64,905880.18
Mexico,Personal Care,Offline,C,12/6/2013,912251317,1/15/2014,4292,81.73,56.67,350785.16,243227.64,107557.52
United States of America,Office Supplies,Offline,M,1/1/2011,788363730,1/31/2011,3202,651.21,524.96,2085174.42,1680921.92,404252.50
United States of America,Household,Online,H,7/12/2015,444657313,8/7/2015,2835,668.27,502.54,1894545.45,1424700.90,469844.55
Canada,Beverages,Offline,L,6/25/2011,330293071,6/29/2011,9914,47.45,31.79,470419.30,315166.06,155253.24
Greenland,Cereal,Offline,C,2/25/2010,598745286,3/16/2010,890,205.70,117.11,183073.00,104227.90,78845.10
Canada,Office Supplies,Offline,C,2/17/2014,496008098,3/31/2014,8673,651.21,524.96,5647944.33,4552978.08,1094966.25
Mexico,Personal Care,Offline,C,4/28/2010,342766845,5/17/2010,1181,81.73,56.67,96523.13,66927.27,29595.86
United States of America,Beverages,Online,H,2/22/2011,297416913,3/4/2011,1129,47.45,31.79,53571.05,35890.91,17680.14
Mexico,Snacks,Online,C,6/28/2011,577028834,7/20/2011,4510,152.58,97.44,688135.80,439454.40,248681.40
Canada,Clothes,Offline,H,10/15/2012,601478135,10/26/2012,9601,109.28,35.84,1049197.28,344099.84,705097.44
United States of America,Cosmetics,Offline,L,8/7/2011,134294402,8/19/2011,9553,437.20,263.33,4176571.60,2515591.49,1660980.11
United States of America,Baby Food,Offline,C,8/14/2011,519334733,8/22/2011,1543,255.28,159.42,393897.04,245985.06,147911.98
Greenland,Fruits,Offline,H,7/6/2010,185026776,8/10/2010,2390,9.33,6.92,22298.70,16538.80,5759.90
United States of America,Household,Offline,C,5/20/2012,837729680,5/26/2012,1683,668.27,502.54,1124698.41,845774.82,278923.59
Greenland,Beverages,Offline,C,6/28/2013,182616221,8/1/2013,9053,47.45,31.79,429564.85,287794.87,141769.98
Greenland,Vegetables,Offline,L,1/26/2012,616289937,3/15/2012,2743,154.06,90.93,422586.58,249420.99,173165.59
Greenland,Fruits,Offline,H,7/16/2013,143692862,8/30/2013,766,9.33,6.92,7146.78,5300.72,1846.06
Canada,Household,Offline,M,6/15/2017,972636640,6/25/2017,3651,668.27,502.54,2439853.77,1834773.54,605080.23
Mexico,Household,Online,H,1/24/2011,494558417,2/17/2011,9681,668.27,502.54,6469521.87,4865089.74,1604432.13
Canada,Meat,Online,C,7/15/2013,559510362,8/15/2013,404,421.89,364.69,170443.56,147334.76,23108.80
Canada,Vegetables,Online,L,7/30/2012,286803090,8/28/2012,263,154.06,90.93,40517.78,23914.59,16603.19
United States of America,Fruits,Offline,M,11/3/2011,159689128,12/13/2011,4416,9.33,6.92,41201.28,30558.72,10642.56
Greenland,Vegetables,Offline,L,5/20/2016,176345431,6/3/2016,3387,154.06,90.93,521801.22,307979.91,213821.31
Greenland,Fruits,Online,H,4/15/2011,178600203,5/1/2011,624,9.33,6.92,5821.92,4318.08,1503.84
Canada,Fruits,Offline,M,7/3/2013,364608180,7/26/2013,4518,9.33,6.92,42152.94,31264.56,10888.38
Greenland,Cereal,Online,L,5/25/2011,964308488,6/17/2011,9165,205.70,117.11,1885240.50,1073313.15,811927.35
Mexico,Snacks,Offline,M,5/9/2010,600366199,6/9/2010,554,152.58,97.44,84529.32,53981.76,30547.56
Canada,Clothes,Online,L,7/31/2010,331716573,9/2/2010,1160,109.28,35.84,126764.80,41574.40,85190.40
Canada,Baby Food,Online,C,1/7/2010,347006452,1/17/2010,5775,255.28,159.42,1474242.00,920650.50,553591.50
Greenland,Household,Online,M,3/4/2015,968381583,3/26/2015,4485,668.27,502.54,2997190.95,2253891.90,743299.05
United States of America,Beverages,Online,H,6/5/2011,608709800,6/20/2011,9611,47.45,31.79,456041.95,305533.69,150508.26
Canada,Beverages,Offline,C,12/10/2011,170791757,12/15/2011,9931,47.45,31.79,471225.95,315706.49,155519.46
Greenland,Fruits,Offline,L,4/15/2014,517542588,4/15/2014,1208,9.33,6.92,11270.64,8359.36,2911.28
United States of America,Beverages,Online,H,7/14/2011,712855041,8/7/2011,8503,47.45,31.79,403467.35,270310.37,133156.98
Canada,Fruits,Online,C,9/4/2014,317736041,9/23/2014,4010,9.33,6.92,37413.30,27749.20,9664.10
Mexico,Cereal,Online,H,1/17/2013,548787105,2/25/2013,7154,205.70,117.11,1471577.80,837804.94,633772.86
Mexico,Baby Food,Online,M,5/12/2011,703087937,5/24/2011,8200,255.28,159.42,2093296.00,1307244.00,786052.00
United States of America,Personal Care,Offline,L,5/15/2014,257703912,6/16/2014,9169,81.73,56.67,749382.37,519607.23,229775.14
Greenland,Office Supplies,Online,M,6/18/2014,352560126,7/8/2014,9231,651.21,524.96,6011319.51,4845905.76,1165413.75
Mexico,Beverages,Online,M,11/10/2014,355801951,12/25/2014,8559,47.45,31.79,406124.55,272090.61,134033.94
Greenland,Baby Food,Offline,M,10/5/2012,609624326,10/15/2012,240,255.28,159.42,61267.20,38260.80,23006.40
Greenland,Vegetables,Offline,H,12/8/2016,354814898,12/30/2016,6468,154.06,90.93,996460.08,588135.24,408324.84
United States of America,Household,Online,L,6/17/2014,286241757,7/4/2014,4152,668.27,502.54,2774657.04,2086546.08,688110.96
Greenland,Baby Food,Online,M,1/13/2015,475574815,2/2/2015,2011,255.28,159.42,513368.08,320593.62,192774.46
Greenland,Office Supplies,Online,L,6/16/2012,944353282,7/28/2012,3977,651.21,524.96,2589862.17,2087765.92,502096.25
United States of America,Meat,Online,H,9/8/2012,634062898,9/14/2012,2157,421.89,364.69,910016.73,786636.33,123380.40
Greenland,Household,Online,H,10/7/2016,785542905,10/20/2016,8457,668.27,502.54,5651559.39,4249980.78,1401578.61
Mexico,Personal Care,Offline,L,10/2/2014,735839211,11/21/2014,30,81.73,56.67,2451.90,1700.10,751.80
Greenland,Snacks,Offline,L,6/4/2010,925426757,6/23/2010,3197,152.58,97.44,487798.26,311515.68,176282.58
Mexico,Cereal,Offline,C,2/23/2013,430874192,4/11/2013,4103,205.70,117.11,843987.10,480502.33,363484.77
Greenland,Snacks,Offline,H,10/14/2015,433607041,11/22/2015,2814,152.58,97.44,429360.12,274196.16,155163.96
United States of America,Snacks,Online,C,8/12/2010,416612994,9/8/2010,3898,152.58,97.44,594756.84,379821.12,214935.72
Greenland,Personal Care,Online,M,4/6/2012,352165305,4/6/2012,2395,81.73,56.67,195743.35,135724.65,60018.70
United States of America,Cosmetics,Offline,H,4/3/2011,226812589,4/30/2011,7740,437.20,263.33,3383928.00,2038174.20,1345753.80
Canada,Cereal,Offline,M,2/7/2015,578577220,2/13/2015,2712,205.70,117.11,557858.40,317602.32,240256.08
United States of America,Household,Offline,H,6/10/2012,211860454,7/17/2012,3071,668.27,502.54,2052257.17,1543300.34,508956.83
Canada,Snacks,Online,C,11/3/2013,684286296,12/20/2013,4376,152.58,97.44,667690.08,426397.44,241292.64
United States of America,Cosmetics,Offline,L,6/10/2012,255547845,7/28/2012,1141,437.20,263.33,498845.20,300459.53,198385.67
Greenland,Baby Food,Online,L,10/27/2012,883755099,12/6/2012,1628,255.28,159.42,415595.84,259535.76,156060.08
Greenland,Vegetables,Online,H,1/11/2013,385804927,2/24/2013,7106,154.06,90.93,1094750.36,646148.58,448601.78
United States of America,Beverages,Offline,H,12/15/2011,354830348,1/2/2012,1040,47.45,31.79,49348.00,33061.60,16286.40
Mexico,Baby Food,Online,C,6/30/2013,932544267,7/8/2013,9427,255.28,159.42,2406524.56,1502852.34,903672.22
United States of America,Baby Food,Offline,C,1/15/2016,468290793,2/22/2016,6507,255.28,159.42,1661106.96,1037345.94,623761.02
United States of America,Meat,Online,C,9/5/2015,528888976,10/14/2015,8856,421.89,364.69,3736257.84,3229694.64,506563.20
Canada,Household,Online,C,6/13/2013,356222951,6/16/2013,3142,668.27,502.54,2099704.34,1578980.68,520723.66
Greenland,Personal Care,Online,C,7/13/2016,391639268,7/21/2016,3617,81.73,56.67,295617.41,204975.39,90642.02
Greenland,Personal Care,Online,C,1/27/2010,970636355,2/20/2010,1722,81.73,56.67,140739.06,97585.74,43153.32
Mexico,Cereal,Online,C,6/23/2012,604143178,7/22/2012,8247,205.70,117.11,1696407.90,965806.17,730601.73
Greenland,Snacks,Online,L,5/29/2016,652381742,6/27/2016,3110,152.58,97.44,474523.80,303038.40,171485.40
Greenland,Cereal,Online,L,10/30/2014,426645314,12/18/2014,2684,205.70,117.11,552098.80,314323.24,237775.56
Mexico,Cosmetics,Online,C,8/7/2011,419049727,8/25/2011,4981,437.20,263.33,2177693.20,1311646.73,866046.47
Mexico,Meat,Online,L,8/17/2013,390667665,9/18/2013,6098,421.89,364.69,2572685.22,2223879.62,348805.60
Mexico,Personal Care,Online,H,1/24/2010,241764724,2/11/2010,2409,81.73,56.67,196887.57,136518.03,60369.54
Canada,Household,Online,H,9/12/2012,572940289,10/8/2012,4619,668.27,502.54,3086739.13,2321232.26,765506.87
Mexico,Beverages,Online,C,7/4/2010,225092971,8/21/2010,8867,47.45,31.79,420739.15,281881.93,138857.22
United States of America,Cereal,Offline,L,4/19/2015,229124438,4/30/2015,1868,205.70,117.11,384247.60,218761.48,165486.12
Canada,Office Supplies,Online,M,9/13/2013,409916484,10/29/2013,2252,651.21,524.96,1466524.92,1182209.92,284315.00
Canada,Vegetables,Online,L,6/1/2012,130585229,7/11/2012,1926,154.06,90.93,296719.56,175131.18,121588.38
Mexico,Snacks,Online,L,3/20/2016,457001483,4/20/2016,5749,152.58,97.44,877182.42,560182.56,316999.86
United States of America,Meat,Offline,H,3/17/2016,497067677,4/29/2016,2227,421.89,364.69,939549.03,812164.63,127384.40
Greenland,Cosmetics,Online,C,3/11/2011,828004205,4/11/2011,3699,437.20,263.33,1617202.80,974057.67,643145.13
Greenland,Vegetables,Offline,M,4/13/2017,349671494,5/11/2017,4421,154.06,90.93,681099.26,402001.53,279097.73
United States of America,Cosmetics,Offline,L,9/11/2014,133265721,9/14/2014,5143,437.20,263.33,2248519.60,1354306.19,894213.41
Canada,Baby Food,Offline,C,9/23/2016,237520396,10/16/2016,6418,255.28,159.42,1638387.04,1023157.56,615229.48
United States of America,Fruits,Offline,C,12/5/2013,274375665,12/7/2013,2711,9.33,6.92,25293.63,18760.12,6533.51
United States of America,Personal Care,Offline,L,9/12/2016,485159957,10/25/2016,8467,81.73,56.67,692007.91,479824.89,212183.02
Mexico,Cereal,Offline,M,1/31/2013,834685266,2/16/2013,773,205.70,117.11,159006.10,90526.03,68480.07
United States of America,Baby Food,Online,M,5/10/2014,535216844,6/20/2014,1413,255.28,159.42,360710.64,225260.46,135450.18
Greenland,Baby Food,Online,L,2/4/2016,189874064,3/2/2016,6810,255.28,159.42,1738456.80,1085650.20,652806.60
Mexico,Office Supplies,Online,C,3/10/2017,539570605,4/25/2017,9787,651.21,524.96,6373392.27,5137783.52,1235608.75
Mexico,Vegetables,Online,M,2/11/2015,278433310,2/16/2015,3459,154.06,90.93,532893.54,314526.87,218366.67
Mexico,Fruits,Online,H,8/13/2014,461469399,10/2/2014,7905,9.33,6.92,73753.65,54702.60,19051.05
Mexico,Personal Care,Online,C,4/5/2013,185520303,4/27/2013,8435,81.73,56.67,689392.55,478011.45,211381.10
Mexico,Cereal,Online,H,6/16/2010,307703721,8/3/2010,5224,205.70,117.11,1074576.80,611782.64,462794.16
Mexico,Meat,Offline,L,8/28/2011,824242675,9/26/2011,579,421.89,364.69,244274.31,211155.51,33118.80
Greenland,Snacks,Offline,L,2/26/2010,380308330,3/14/2010,541,152.58,97.44,82545.78,52715.04,29830.74
United States of America,Snacks,Online,H,7/21/2016,535611665,7/30/2016,8249,152.58,97.44,1258632.42,803782.56,454849.86
Greenland,Vegetables,Online,H,4/18/2017,115845954,5/18/2017,247,154.06,90.93,38052.82,22459.71,15593.11
Greenland,Household,Online,L,11/11/2016,445571839,12/2/2016,3464,668.27,502.54,2314887.28,1740798.56,574088.72
United States of America,Cosmetics,Offline,L,2/22/2016,263003098,3/18/2016,7316,437.20,263.33,3198555.20,1926522.28,1272032.92
Mexico,Meat,Online,M,9/11/2014,549083220,10/22/2014,4782,421.89,364.69,2017477.98,1743947.58,273530.40
Mexico,Personal Care,Online,C,12/17/2016,192975556,2/5/2017,4610,81.73,56.67,376775.30,261248.70,115526.60
United States of America,Office Supplies,Offline,M,4/23/2014,158322703,6/6/2014,61,651.21,524.96,39723.81,32022.56,7701.25
Canada,Cereal,Online,L,2/19/2012,894041907,3/18/2012,5723,205.70,117.11,1177221.10,670220.53,507000.57
Mexico,Snacks,Offline,C,3/17/2011,265735948,4/3/2011,6027,152.58,97.44,919599.66,587270.88,332328.78
Greenland,Personal Care,Online,C,10/31/2016,691164767,11/16/2016,9869,81.73,56.67,806593.37,559276.23,247317.14
Greenland,Baby Food,Online,M,1/16/2013,920917212,1/30/2013,8723,255.28,159.42,2226807.44,1390620.66,836186.78
Canada,Cosmetics,Online,C,11/8/2015,889729773,11/16/2015,9667,437.20,263.33,4226412.40,2545611.11,1680801.29
Canada,Office Supplies,Online,L,4/18/2017,313226497,5/2/2017,9536,651.21,524.96,6209938.56,5006018.56,1203920.00
Greenland,Clothes,Offline,M,4/13/2011,900229442,5/9/2011,6752,109.28,35.84,737858.56,241991.68,495866.88
Greenland,Cereal,Offline,L,4/1/2014,628452146,4/16/2014,1810,205.70,117.11,372317.00,211969.10,160347.90
Greenland,Vegetables,Offline,C,4/20/2011,844774663,5/8/2011,6450,154.06,90.93,993687.00,586498.50,407188.50
Canada,Personal Care,Online,C,7/12/2015,114167964,8/17/2015,3692,81.73,56.67,301747.16,209225.64,92521.52
Greenland,Baby Food,Offline,C,3/10/2017,780638539,4/19/2017,7146,255.28,159.42,1824230.88,1139215.32,685015.56
United States of America,Household,Online,M,10/4/2010,278786504,11/13/2010,7977,668.27,502.54,5330789.79,4008761.58,1322028.21
Canada,Office Supplies,Online,L,3/30/2012,736062800,4/23/2012,6194,651.21,524.96,4033594.74,3251602.24,781992.50
Canada,Clothes,Offline,C,12/3/2011,269933927,12/26/2011,8302,109.28,35.84,907242.56,297543.68,609698.88
Canada,Meat,Offline,M,4/28/2015,437368571,6/8/2015,5934,421.89,364.69,2503495.26,2164070.46,339424.80
Mexico,Personal Care,Offline,C,11/19/2015,490443694,12/29/2015,2043,81.73,56.67,166974.39,115776.81,51197.58
Mexico,Snacks,Offline,M,2/1/2015,702397000,3/14/2015,3736,152.58,97.44,570038.88,364035.84,206003.04
United States of America,Baby Food,Online,C,2/6/2015,996441352,2/23/2015,7994,255.28,159.42,2040708.32,1274403.48,766304.84
Mexico,Personal Care,Online,L,12/15/2011,223768174,1/21/2012,6830,81.73,56.67,558215.90,387056.10,171159.80
Canada,Beverages,Online,L,10/28/2014,576717269,11/20/2014,2311,47.45,31.79,109656.95,73466.69,36190.26
Mexico,Cereal,Online,H,6/26/2017,573350560,8/7/2017,6027,205.70,117.11,1239753.90,705821.97,533931.93
Canada,Vegetables,Online,M,2/22/2015,317595708,3/10/2015,2482,154.06,90.93,382376.92,225688.26,156688.66
United States of America,Cereal,Offline,M,5/21/2017,628566300,6/19/2017,5591,205.70,117.11,1150068.70,654762.01,495306.69
Canada,Meat,Online,C,9/6/2014,980289304,9/28/2014,8244,421.89,364.69,3478061.16,3006504.36,471556.80
Mexico,Vegetables,Offline,C,10/28/2014,423024117,12/17/2014,1092,154.06,90.93,168233.52,99295.56,68937.96
Mexico,Vegetables,Offline,M,9/14/2012,181800401,9/20/2012,7633,154.06,90.93,1175939.98,694068.69,481871.29
Mexico,Snacks,Offline,H,11/16/2010,124428594,12/20/2010,41,152.58,97.44,6255.78,3995.04,2260.74
Canada,Clothes,Offline,H,10/11/2010,749154984,11/12/2010,463,109.28,35.84,50596.64,16593.92,34002.72
Canada,Clothes,Online,M,3/22/2015,995776593,4/26/2015,1277,109.28,35.84,139550.56,45767.68,93782.88
United States of America,Personal Care,Online,M,2/13/2015,940986573,2/22/2015,7693,81.73,56.67,628748.89,435962.31,192786.58
Greenland,Fruits,Online,L,12/19/2012,789616000,1/1/2013,3776,9.33,6.92,35230.08,26129.92,9100.16
Mexico,Beverages,Offline,M,1/19/2014,298388516,2/25/2014,8648,47.45,31.79,410347.60,274919.92,135427.68
Canada,Fruits,Offline,M,9/3/2016,403884732,10/20/2016,7322,9.33,6.92,68314.26,50668.24,17646.02
United States of America,Meat,Online,M,2/19/2015,116593968,3/24/2015,1601,421.89,364.69,675445.89,583868.69,91577.20
Greenland,Clothes,Offline,L,3/6/2015,203064954,3/8/2015,287,109.28,35.84,31363.36,10286.08,21077.28
Canada,Beverages,Online,L,1/17/2012,952878844,1/30/2012,6880,47.45,31.79,326456.00,218715.20,107740.80
Greenland,Clothes,Offline,L,6/11/2011,441202628,7/1/2011,517,109.28,35.84,56497.76,18529.28,37968.48
Mexico,Office Supplies,Offline,C,6/4/2010,596984040,6/7/2010,9699,651.21,524.96,6316085.79,5091587.04,1224498.75
Mexico,Fruits,Online,C,11/6/2012,856599128,12/24/2012,5572,9.33,6.92,51986.76,38558.24,13428.52
United States of America,Meat,Online,L,11/21/2016,767914998,12/3/2016,1968,421.89,364.69,830279.52,717709.92,112569.60
Canada,Clothes,Online,C,7/6/2015,851185786,8/17/2015,3644,109.28,35.84,398216.32,130600.96,267615.36
Canada,Cereal,Offline,C,12/29/2010,695321118,2/4/2011,9825,205.70,117.11,2021002.50,1150605.75,870396.75
Greenland,Personal Care,Online,H,6/7/2011,984461104,7/16/2011,2773,81.73,56.67,226637.29,157145.91,69491.38
Mexico,Office Supplies,Online,C,4/15/2011,706470096,5/26/2011,9055,651.21,524.96,5896706.55,4753512.80,1143193.75
United States of America,Cereal,Online,H,6/14/2013,139832627,7/10/2013,8437,205.70,117.11,1735490.90,988057.07,747433.83
United States of America,Vegetables,Online,L,12/3/2012,612149035,12/28/2012,7358,154.06,90.93,1133573.48,669062.94,464510.54
Greenland,Personal Care,Online,C,8/10/2012,347021901,8/16/2012,347,81.73,56.67,28360.31,19664.49,8695.82
Canada,Baby Food,Offline,L,6/27/2013,773183286,7/9/2013,971,255.28,159.42,247876.88,154796.82,93080.06
Greenland,Cosmetics,Online,C,11/23/2016,243666303,12/30/2016,5129,437.20,263.33,2242398.80,1350619.57,891779.23
Mexico,Beverages,Online,H,4/20/2012,769125640,4/29/2012,223,47.45,31.79,10581.35,7089.17,3492.18
Greenland,Personal Care,Online,L,9/4/2013,418062674,10/19/2013,2891,81.73,56.67,236281.43,163832.97,72448.46
Canada,Cosmetics,Offline,L,11/20/2016,984305322,12/30/2016,6673,437.20,263.33,2917435.60,1757201.09,1160234.51
Mexico,Fruits,Online,H,1/31/2017,832233083,3/1/2017,5118,9.33,6.92,47750.94,35416.56,12334.38
Greenland,Beverages,Online,C,12/29/2010,870070683,1/26/2011,2105,47.45,31.79,99882.25,66917.95,32964.30
Greenland,Fruits,Offline,C,4/9/2013,498574435,5/21/2013,8110,9.33,6.92,75666.30,56121.20,19545.10
Greenland,Baby Food,Online,H,5/20/2016,945283257,6/22/2016,9177,255.28,159.42,2342704.56,1462997.34,879707.22
Greenland,Cosmetics,Online,C,1/27/2013,365891349,3/16/2013,4236,437.20,263.33,1851979.20,1115465.88,736513.32
Greenland,Clothes,Online,C,9/12/2012,288184964,10/3/2012,9190,109.28,35.84,1004283.20,329369.60,674913.60
Canada,Fruits,Offline,C,7/2/2014,110588395,7/25/2014,4418,9.33,6.92,41219.94,30572.56,10647.38
United States of America,Snacks,Offline,C,3/15/2014,997864854,4/30/2014,9240,152.58,97.44,1409839.20,900345.60,509493.60
Canada,Cosmetics,Online,L,6/14/2012,281800019,7/22/2012,9743,437.20,263.33,4259639.60,2565624.19,1694015.41
Greenland,Meat,Offline,L,3/22/2014,239790618,4/13/2014,8227,421.89,364.69,3470889.03,3000304.63,470584.40
Mexico,Clothes,Offline,C,1/6/2017,970298612,2/12/2017,1776,109.28,35.84,194081.28,63651.84,130429.44
Greenland,Vegetables,Online,M,1/16/2016,490921771,2/15/2016,3516,154.06,90.93,541674.96,319709.88,221965.08
Greenland,Cereal,Online,L,10/11/2014,374572694,10/30/2014,3239,205.70,117.11,666262.30,379319.29,286943.01
Greenland,Personal Care,Online,H,4/27/2014,712444770,5/5/2014,7094,81.73,56.67,579792.62,402016.98,177775.64
United States of America,Meat,Offline,H,4/22/2014,748889768,5/14/2014,1979,421.89,364.69,834920.31,721721.51,113198.80
Canada,Snacks,Offline,M,12/9/2014,597108924,12/19/2014,6655,152.58,97.44,1015419.90,648463.20,366956.70
Mexico,Clothes,Online,C,6/27/2012,917197310,8/15/2012,7921,109.28,35.84,865606.88,283888.64,581718.24
Greenland,Vegetables,Offline,M,5/22/2013,959461200,6/22/2013,4745,154.06,90.93,731014.70,431462.85,299551.85
United States of America,Cereal,Online,L,11/30/2011,596802079,12/14/2011,5852,205.70,117.11,1203756.40,685327.72,518428.68
United States of America,Vegetables,Offline,C,8/21/2010,892649304,10/2/2010,3621,154.06,90.93,557851.26,329257.53,228593.73
Canada,Vegetables,Offline,C,3/5/2012,105190503,3/18/2012,7062,154.06,90.93,1087971.72,642147.66,445824.06
United States of America,Personal Care,Online,L,12/13/2014,955897080,12/27/2014,43,81.73,56.67,3514.39,2436.81,1077.58
